Compilation	Reference	Reference DOI	Locality	Basin	Place	Region	Sample ID	Latitude	Longitude	Elevation (m)	Slope (m/km)	Type	Lithology	Methodology	Area (km2)	Time interval (yr)	Sediment flux (km3/yr)	Exhumation (m)	Exhumation min (m)	Exhumation max (m)	Erosion rate (mm/yr)	Erosion rate min	Erosion rate max	Comments
OCTOPUS	Stock, 2009	10.1130/L15.1	Wasatch Mts. (UT)	Stairs Gulch	USA	North America	SG	40.62047	-111.74105	2519.57	296.13159	Fluvial	gravel	Cosmogenic detrital	2.23619E+00	4.45369E+03					1.41896E-01	1.13241E-01	1.70551E-01	Be-10
OCTOPUS	Stock, 2009	10.1130/L15.1	Wasatch Mts. (UT)	Steed Crk.	USA	North America	StC	40.97579	-111.87125	2231.91	155.37204	Fluvial	sand	Cosmogenic detrital	5.75402E+00	1.05214E+04					6.00957E-02	4.88210E-02	7.13704E-02	Be-10
OCTOPUS	Stock, 2009	10.1130/L15.1	Wasatch Mts. (UT)	Tanner Gulch	USA	North America	TG	40.57950	-111.70102	2981.54	318.40300	Fluvial	gravel	Cosmogenic detrital	1.40179E+00	1.49233E+03					4.19077E-01	3.37910E-01	5.00243E-01	Be-10
OCTOPUS	Strobl, 2012	10.1016/j.geomorph.2012.02.024	Tibetan Plateau	Nam Co	China	Asia	08T14	31.33269	90.15390	5210.6523	96.75832	Fluvial	sand	Cosmogenic detrital	4.20795E+01	6.24785E+04					9.74994E-03	7.94881E-03	1.15511E-02	Be-10
OCTOPUS	Strobl, 2012	10.1016/j.geomorph.2012.02.024	Tibetan Plateau	Nam Co	China	Asia	08T15	31.31695	90.17515	5189.3745	98.18712	Fluvial	sand	Cosmogenic detrital	1.34703E+01	4.86124E+04					1.25368E-02	1.02382E-02	1.48355E-02	Be-10
OCTOPUS	Strobl, 2012	10.1016/j.geomorph.2012.02.024	Tibetan Plateau	Nam Co	China	Asia	08T21	31.48888	89.93133	5068.5542	62.78505	Fluvial	sand	Cosmogenic detrital	5.26095E+01	3.99640E+04					1.52663E-02	1.24748E-02	1.80577E-02	Be-10
OCTOPUS	Strobl, 2012	10.1016/j.geomorph.2012.02.024	Tibetan Plateau	Nam Co	China	Asia	08T23	31.40146	90.00429	5006.6787	85.95145	Fluvial	sand	Cosmogenic detrital	9.12060E+00	5.76944E+04					1.05651E-02	8.61858E-03	1.25116E-02	Be-10
OCTOPUS	Strobl, 2012	10.1016/j.geomorph.2012.02.024	Tibetan Plateau	Nam Co	China	Asia	08T26	31.45267	89.89758	5023.9751	75.85161	Fluvial	sand	Cosmogenic detrital	3.27240E+00	5.21440E+04					1.16933E-02	9.54300E-03	1.38436E-02	Be-10
OCTOPUS	Strobl, 2012	10.1016/j.geomorph.2012.02.024	Tibetan Plateau	Nam Co	China	Asia	09T11	31.03848	90.75002	4957.6855	101.44081	Fluvial	sand	Cosmogenic detrital	2.13840E+00	7.49068E+04					8.13536E-03	6.62360E-03	9.64711E-03	Be-10
OCTOPUS	Strobl, 2012	10.1016/j.geomorph.2012.02.024	Tibetan Plateau	Nam Co	China	Asia	09T19	31.10494	90.65226	4999.5947	113.43753	Fluvial	sand	Cosmogenic detrital	4.41450E+00	7.37715E+04					8.25913E-03	6.72346E-03	9.79481E-03	Be-10
OCTOPUS	Strobl, 2012	10.1016/j.geomorph.2012.02.024	Tibetan Plateau	Nam Co	China	Asia	09T21	31.35400	89.85162	5173.4932	111.63830	Fluvial	sand	Cosmogenic detrital	1.91079E+01	4.48174E+04					1.36023E-02	1.11126E-02	1.60919E-02	Be-10
OCTOPUS	Strobl, 2012	10.1016/j.geomorph.2012.02.024	Tibetan Plateau	Nam Co	China	Asia	09T26	31.32116	90.05220	5239.0527	112.77087	Fluvial	sand	Cosmogenic detrital	3.28212E+01	5.21378E+04					1.16863E-02	9.54016E-03	1.38325E-02	Be-10
OCTOPUS	Strobl, 2012	10.1016/j.geomorph.2012.02.024	Tibetan Plateau	Nam Co	China	Asia	09T27	31.34802	90.03902	5172.3457	105.22313	Fluvial	sand	Cosmogenic detrital	4.31163E+01	5.85619E+04					1.04048E-02	8.48821E-03	1.23214E-02	Be-10
OCTOPUS	Strobl, 2012	10.1016/j.geomorph.2012.02.024	Tibetan Plateau	Nam Co	China	Asia	09T4	31.10562	90.64555	5027.1099	109.78560	Fluvial	sand	Cosmogenic detrital	3.39390E+00	4.24948E+04					1.43577E-02	1.17285E-02	1.69869E-02	Be-10
OCTOPUS	Strobl, 2012	10.1016/j.geomorph.2012.02.024	Tibetan Plateau	Nam Co	China	Asia	09T43	31.06359	90.74372	5063.0381	101.33879	Fluvial	sand	Cosmogenic detrital	1.39482E+01	5.67506E+04					1.07405E-02	8.76228E-03	1.27188E-02	Be-10
OCTOPUS	Strobl, 2012	10.1016/j.geomorph.2012.02.024	Tibetan Plateau	Nam Co	China	Asia	09T44	31.06195	90.74566	5101.0679	101.09220	Fluvial	sand	Cosmogenic detrital	3.40686E+01	5.71543E+04					1.06644E-02	8.70016E-03	1.26286E-02	Be-10
OCTOPUS	Strobl, 2012	10.1016/j.geomorph.2012.02.024	Tibetan Plateau	Nam Co	China	Asia	09T48	30.88132	91.18478	5055.5635	79.99564	Fluvial	sand	Cosmogenic detrital	5.30469E+01	6.57805E+04					9.26298E-03	7.54917E-03	1.09768E-02	Be-10
OCTOPUS	Struth, 2016	10.1002/esp.4079	Eastern Andean Cordillera	Guayuriba Riv.	Colombia	South America	LUCN-01	4.62001	-73.89248	3059.954668	217.56973	Fluvial	sand	Cosmogenic detrital	2.13041E+02	8.39037E+03					7.58349E-02	6.12922E-02	9.03777E-02	Be-10
OCTOPUS	Struth, 2016	10.1002/esp.4079	Eastern Andean Cordillera	Guayuriba Riv.	Colombia	South America	LUCN-03	4.50074	-73.90419	2806.668923	219.82774	Fluvial	sand	Cosmogenic detrital	5.26500E+02	8.99477E+03					7.11704E-02	5.70028E-02	8.53379E-02	Be-10
OCTOPUS	Struth, 2016	10.1002/esp.4079	Eastern Andean Cordillera	Guayuriba Riv.	Colombia	South America	LUCN-04	4.44911	-73.90416	2718.840873	225.15450	Fluvial	sand	Cosmogenic detrital	7.47614E+02	9.29007E+03					6.90613E-02	5.55897E-02	8.25329E-02	Be-10
OCTOPUS	Struth, 2016	10.1002/esp.4079	Eastern Andean Cordillera	Guayuriba Riv.	Colombia	South America	LUCN-05	4.17999	-73.71169	2726.307897	262.56673	Fluvial	sand	Cosmogenic detrital	2.55966E+03	1.37266E+03					4.70410E-01	3.56013E-01	5.84806E-01	Be-10
OCTOPUS	Struth, 2016	10.1002/esp.4079	Eastern Andean Cordillera	Guayuriba Riv.	Colombia	South America	LUCN-06	4.20831	-73.81497	3054.222125	357.83366	Fluvial	sand	Cosmogenic detrital	1.01044E+03	9.85584E+02					6.50519E-01	5.12119E-01	7.88919E-01	Be-10
OCTOPUS	Struth, 2016	10.1002/esp.4079	Eastern Andean Cordillera	Guayuriba Riv.	Colombia	South America	LUCN-07	4.29160	-73.84580	2610.218432	357.88297	Fluvial	sand	Cosmogenic detrital	1.33516E+03	6.57081E+03					9.82250E-02	7.82506E-02	1.18199E-01	Be-10
OCTOPUS	Struth, 2016	10.1002/esp.4079	Eastern Andean Cordillera	Guayuriba Riv.	Colombia	South America	LUCN-08	4.40088	-73.91084	2644.53348	250.84352	Fluvial	sand	Cosmogenic detrital	2.93491E+02	8.45870E+03					7.60648E-02	6.12236E-02	9.09059E-02	Be-10
OCTOPUS	Struth, 2016	10.1002/esp.4079	Eastern Andean Cordillera	Bogota Riv.	Colombia	South America	LUCN-15	4.48331	-74.12089	3355.027361	145.41486	Fluvial	sand	Cosmogenic detrital	2.40167E+02	4.36559E+04					1.43019E-02	1.16019E-02	1.70018E-02	Be-10
OCTOPUS	Struth, 2016	10.1002/esp.4079	Eastern Andean Cordillera	Bogota Riv.	Colombia	South America	LUCN-19	5.10999	-73.70500	2910.404978	121.85491	Fluvial	sand	Cosmogenic detrital	2.64949E+02	5.89168E+04					1.06417E-02	8.58689E-03	1.26966E-02	Be-10
OCTOPUS	Struth, 2016	10.1002/esp.4079	Eastern Andean Cordillera	Turmeque Riv.	Colombia	South America	LUCN-25	5.08747	-73.37081	2614.92427	199.86179	Fluvial	sand	Cosmogenic detrital	1.27699E+03	1.10380E+04					5.83054E-02	4.69870E-02	6.96237E-02	Be-10
OCTOPUS	Struth, 2016	10.1002/esp.4079	Eastern Andean Cordillera	Turmeque Riv.	Colombia	South America	LUCN-26	5.28752	-73.40168	2742.589018	183.20013	Fluvial	sand	Cosmogenic detrital	3.46307E+02	4.25542E+04					1.48584E-02	1.19886E-02	1.77282E-02	Be-10
OCTOPUS	Struth, 2016	10.1002/esp.4079	Eastern Andean Cordillera	Turmeque Riv.	Colombia	South America	LUCN-27	5.22416	-73.39667	2707.435055	204.72358	Fluvial	sand	Cosmogenic detrital	9.79453E+02	1.24044E+04					5.16825E-02	4.17156E-02	6.16495E-02	Be-10
OCTOPUS	Struth, 2016	10.1002/esp.4079	Eastern Andean Cordillera	Turmeque Riv.	Colombia	South America	LUCN-28	5.32162	-73.38915	2748.967011	163.60413	Fluvial	sand	Cosmogenic detrital	4.59604E+02	1.36725E+04					4.67809E-02	3.77350E-02	5.58268E-02	Be-10
OCTOPUS	Struth, 2016	10.1002/esp.4079	Eastern Andean Cordillera	Bogota Riv.	Colombia	South America	LUCN-30	4.77502	-73.95836	3011.337175	122.72483	Fluvial	sand	Cosmogenic detrital	1.62734E+02	3.67544E+04					1.71307E-02	1.38453E-02	2.04162E-02	Be-10
OCTOPUS	Struth, 2016	10.1002/esp.4079	Eastern Andean Cordillera	Bogota Riv.	Colombia	South America	LUCN-31	4.89997	-73.87913	2966.536525	99.54972	Fluvial	sand	Cosmogenic detrital	2.41751E+02	1.81732E+05					3.40379E-03	2.72363E-03	4.08395E-03	Be-10
OCTOPUS	Struth, 2016	10.1002/esp.4079	Eastern Andean Cordillera	Bogota Riv.	Colombia	South America	LUCN-33	4.96002	-74.07841	3064.811918	117.93684	Fluvial	sand	Cosmogenic detrital	1.31261E+02	8.32829E+04					7.47657E-03	6.02380E-03	8.92934E-03	Be-10
OCTOPUS	Struth, 2016	10.1002/esp.4079	Eastern Andean Cordillera	Turmeque Riv.	Colombia	South America	LUCN-45	5.46661	-73.44670	3079.162697	117.23765	Fluvial	sand	Cosmogenic detrital	8.83283E+01	1.29848E+05					4.77094E-03	3.82901E-03	5.71287E-03	Be-10
OCTOPUS	Struth, 2016	10.1002/esp.4079	Eastern Andean Cordillera	Suarez Riv.	Colombia	South America	LUCN-46	5.61341	-73.62411	2592.576242	118.83490	Fluvial	sand	Cosmogenic detrital	3.12676E+02	8.96701E+04					6.99269E-03	5.61295E-03	8.37242E-03	Be-10
OCTOPUS	Struth, 2016	10.1002/esp.4079	Eastern Andean Cordillera	Suarez Riv.	Colombia	South America	LUCN-50	5.92004	-73.59332	2546.207145	110.13133	Fluvial	sand	Cosmogenic detrital	1.18488E+03	6.89227E+04					9.13869E-03	7.34553E-03	1.09318E-02	Be-10
OCTOPUS	Struth, 2016	10.1002/esp.4079	Eastern Andean Cordillera	Sogamoso Riv.	Colombia	South America	LUCN-53	6.53914	-73.12584	2252.668098	146.33396	Fluvial	sand	Cosmogenic detrital	2.08236E+03	1.41222E+04					4.57770E-02	3.67835E-02	5.47705E-02	Be-10
OCTOPUS	Struth, 2016	10.1002/esp.4079	Eastern Andean Cordillera	Sogamoso Riv.	Colombia	South America	LUCN-54	6.90247	-73.18841	2442.765121	254.58537	Fluvial	sand	Cosmogenic detrital	2.01567E+04	3.93053E+03					1.64887E-01	1.27571E-01	2.02202E-01	Be-10
OCTOPUS	Struth, 2016	10.1002/esp.4079	Eastern Andean Cordillera	Sogamoso Riv.	Colombia	South America	LUCN-55	6.62332	-73.26666	2234.732108	207.52971	Fluvial	sand	Cosmogenic detrital	9.79998E+03	1.02725E+04					6.33309E-02	5.08186E-02	7.58432E-02	Be-10
OCTOPUS	Struth, 2016	10.1002/esp.4079	Eastern Andean Cordillera	Sogamoso Riv.	Colombia	South America	LUCN-56	6.82334	-73.00667	2792.312025	270.45966	Fluvial	sand	Cosmogenic detrital	9.30087E+03	2.88923E+03					2.22344E-01	1.79434E-01	2.65255E-01	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-01a	36.61943	-80.77812	865.2414	70.80272	Fluvial	sediment	Cosmogenic detrital	2.05090E+00	7.83526E+04					8.30490E-03	6.54029E-03	1.00695E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-01b	36.61943	-80.77812	865.2414	70.80272	Fluvial	sediment	Cosmogenic detrital	2.05090E+00	8.75094E+04					7.41121E-03	5.83426E-03	8.98816E-03	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-01c	36.61943	-80.77812	865.2414	70.80272	Fluvial	sediment	Cosmogenic detrital	2.05090E+00	8.22847E+04					7.89638E-03	6.21631E-03	9.57645E-03	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-01d	36.61943	-80.77812	865.2414	70.80272	Fluvial	sediment	Cosmogenic detrital	2.05090E+00	1.39712E+05					4.58038E-03	3.59999E-03	5.56078E-03	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-02a	36.44774	-80.84801	473.6934	53.49032	Fluvial	sediment	Cosmogenic detrital	2.81329E+00	8.55801E+04					7.77575E-03	6.02359E-03	9.52791E-03	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-02b	36.44774	-80.84801	473.6934	53.49032	Fluvial	sediment	Cosmogenic detrital	2.81329E+00	8.36581E+04					7.96173E-03	6.17364E-03	9.74982E-03	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-02c	36.44774	-80.84801	473.6934	53.49032	Fluvial	sediment	Cosmogenic detrital	2.81329E+00	7.67000E+04					8.71463E-03	6.75559E-03	1.06737E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-02d	36.44774	-80.84801	473.6934	53.49032	Fluvial	sediment	Cosmogenic detrital	2.81329E+00	1.05901E+05					6.22999E-03	4.82945E-03	7.63053E-03	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-03a	36.46781	-80.83388	547.931	56.10204	Fluvial	sediment	Cosmogenic detrital	8.96437E+01	5.75084E+04					1.16721E-02	9.06791E-03	1.42764E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-03b	36.46781	-80.83388	547.931	56.10204	Fluvial	sediment	Cosmogenic detrital	8.96437E+01	5.67151E+04					1.18414E-02	9.19825E-03	1.44845E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-03c	36.46781	-80.83388	547.931	56.10204	Fluvial	sediment	Cosmogenic detrital	8.96437E+01	4.97614E+04					1.35594E-02	1.05336E-02	1.65852E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-03d	36.46781	-80.83388	547.931	56.10204	Fluvial	sediment	Cosmogenic detrital	8.96437E+01	6.75584E+04					9.87665E-03	7.68298E-03	1.20703E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-04a	36.47399	-80.85814	511.4261	69.03611	Fluvial	sediment	Cosmogenic detrital	9.18657E-01	5.34692E+04					1.26573E-02	9.79792E-03	1.55167E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-04b	36.47399	-80.85814	511.4261	69.03611	Fluvial	sediment	Cosmogenic detrital	9.18657E-01	5.58023E+04					1.21086E-02	9.37694E-03	1.48402E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-04c	36.47399	-80.85814	511.4261	69.03611	Fluvial	sediment	Cosmogenic detrital	9.18657E-01	4.86536E+04					1.39588E-02	1.08103E-02	1.71072E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-04d	36.47399	-80.85814	511.4261	69.03611	Fluvial	sediment	Cosmogenic detrital	9.18657E-01	5.01456E+04					1.35285E-02	1.04796E-02	1.65773E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-05	36.47546	-80.85864	480.0966	69.03611	Fluvial	sediment	Cosmogenic detrital	4.06408E+00	8.02113E+04					8.31809E-03	6.44246E-03	1.01937E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-06a	36.54121	-80.86014	585.0339	73.64155	Fluvial	sediment	Cosmogenic detrital	4.82099E-01	3.49503E+04					1.94451E-02	1.51496E-02	2.37406E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-06b	36.54121	-80.86014	585.0339	73.64155	Fluvial	sediment	Cosmogenic detrital	4.82099E-01	3.21266E+04					2.12059E-02	1.64997E-02	2.59120E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-06c	36.54121	-80.86014	585.0339	73.64155	Fluvial	sediment	Cosmogenic detrital	4.82099E-01	3.28689E+04					2.07135E-02	1.61192E-02	2.53077E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-06d	36.54121	-80.86014	585.0339	73.64155	Fluvial	sediment	Cosmogenic detrital	4.82099E-01	3.89768E+04					1.73789E-02	1.35299E-02	2.12280E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-07a	36.55777	-80.79909	728.4173	67.47985	Fluvial	sediment	Cosmogenic detrital	1.03330E+00	6.24011E+04					1.05651E-02	8.28268E-03	1.28475E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-07b	36.55777	-80.79909	728.4173	67.47985	Fluvial	sediment	Cosmogenic detrital	1.03330E+00	4.56731E+04					1.45731E-02	1.14210E-02	1.77252E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-07c	36.55777	-80.79909	728.4173	67.47985	Fluvial	sediment	Cosmogenic detrital	1.03330E+00	3.67609E+04					1.82173E-02	1.42718E-02	2.21627E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-07d	36.55777	-80.79909	728.4173	67.47985	Fluvial	sediment	Cosmogenic detrital	1.03330E+00	3.16853E+04					2.12174E-02	1.66436E-02	2.57913E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-08	36.55410	-80.79103	859.0984	66.22554	Fluvial	sediment	Cosmogenic detrital	3.71704E+00	8.37783E+04					7.75588E-03	6.10018E-03	9.41158E-03	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-09	35.33208	-82.39115	683.8292	66.31973	Fluvial	sediment	Cosmogenic detrital	4.18035E+00	5.94517E+04					1.11965E-02	8.74172E-03	1.36514E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-10	35.35856	-82.40093	711.2297	69.53846	Fluvial	sediment	Cosmogenic detrital	5.83619E-01	5.28424E+04					1.26250E-02	9.86456E-03	1.53854E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-13	35.31298	-82.22075	393.7247	88.39613	Fluvial	sediment	Cosmogenic detrital	3.09063E+00	6.22693E+04					1.09468E-02	8.39396E-03	1.34996E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-14	35.29420	-82.23350	581.1136	90.17478	Fluvial	sediment	Cosmogenic detrital	6.97453E-01	1.94605E+04					3.58989E-02	2.77300E-02	4.40677E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-15	35.34172	-82.18192	454.5203	74.36473	Fluvial	sediment	Cosmogenic detrital	1.76357E+01	5.48130E+04					1.23971E-02	9.57556E-03	1.52186E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-16	35.54385	-82.38081	878.5958	131.09262	Fluvial	sediment	Cosmogenic detrital	1.10563E+01	5.10890E+04					1.29067E-02	1.01568E-02	1.56566E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-18	35.62293	-82.32992	810.6592	171.55573	Fluvial	sediment	Cosmogenic detrital	3.30836E+00	6.64744E+04					9.88908E-03	7.76316E-03	1.20150E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-19	35.63774	-82.21854	705.2299	146.51858	Fluvial	sediment	Cosmogenic detrital	6.43035E+00	2.58443E+04					2.63411E-02	2.05604E-02	3.21217E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-20	35.62235	-82.17869	680.688	133.44165	Fluvial	sediment	Cosmogenic detrital	3.50977E+01	2.92372E+04					2.32282E-02	1.81019E-02	2.83546E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-21	35.58575	-82.16421	596.0286	113.28257	Fluvial	sediment	Cosmogenic detrital	4.73631E+01	3.80068E+04					1.78966E-02	1.39104E-02	2.18829E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-22	35.57049	-82.21714	723.5125	126.64887	Fluvial	sediment	Cosmogenic detrital	1.04164E+01	2.70385E+04					2.51422E-02	1.96124E-02	3.06721E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-23	35.52646	-82.16736	671.3912	113.32653	Fluvial	sediment	Cosmogenic detrital	4.04712E+00	3.03687E+04					2.23193E-02	1.72908E-02	2.73479E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-24	35.54937	-82.40487	1040.0513	126.96599	Fluvial	sediment	Cosmogenic detrital	5.06562E+00	2.39100E+04					2.77968E-02	2.19834E-02	3.36102E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-25	36.71906	-80.43267	900.6015	79.41654	Fluvial	sediment	Cosmogenic detrital	5.27156E+00	9.05625E+04					7.14078E-03	5.60802E-03	8.67354E-03	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-26	36.77564	-80.46280	916.6559	60.17530	Fluvial	sediment	Cosmogenic detrital	4.77178E+00	7.48109E+04					8.68316E-03	6.84612E-03	1.05202E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-27	36.75213	-80.37164	949.4659	92.72946	Fluvial	sediment	Cosmogenic detrital	8.48976E+00	7.73799E+04					8.37416E-03	6.59980E-03	1.01485E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-28	36.78725	-80.29795	624.394	92.13762	Fluvial	sediment	Cosmogenic detrital	6.18345E+00	4.82382E+04					1.39279E-02	1.08461E-02	1.70097E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-29	36.72721	-80.22574	571.7645	68.84929	Fluvial	sediment	Cosmogenic detrital	1.81621E+01	1.11155E+05					5.88910E-03	4.58449E-03	7.19371E-03	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-30	36.66085	-80.17975	426.8232	53.35845	Fluvial	sediment	Cosmogenic detrital	4.46618E+00	8.40153E+04					7.95539E-03	6.10856E-03	9.80222E-03	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-31	36.66599	-80.33993	684.977	77.99058	Fluvial	sediment	Cosmogenic detrital	5.45622E+00	2.23533E+04					3.02151E-02	2.37125E-02	3.67177E-02	Be-10
OCTOPUS	Sullivan, 2007		Blue Ridge Escarpment (NC/VA)		USA	North America	CS-32	36.61749	-80.45089	827.4544	68.04867	Fluvial	sediment	Cosmogenic detrital	1.16356E+02	3.34335E+04					2.00252E-02	1.57268E-02	2.43237E-02	Be-10
OCTOPUS	Tomkins, 2007	10.1002/esp.1460	Blue Mts. Plateau (NSW)	Marrangaroo Crk.	Australia	Australia	BM-21	-33.41493	150.16239	1125.3295	81.52755	Fluvial	sediment	Cosmogenic detrital	1.38746E+01	4.10225E+04					1.59872E-02	1.26539E-02	1.93204E-02	Be-10
OCTOPUS	Tomkins, 2007	10.1002/esp.1460	Blue Mts. Plateau (NSW)	Marra Crk.	Australia	Australia	BM-23	-33.41667	150.16165	1103.0223	81.52755	Fluvial	sediment	Cosmogenic detrital	1.06114E+00	3.02553E+04					2.18382E-02	1.72402E-02	2.64363E-02	Be-10
OCTOPUS	Tranel, 2015	10.1016/j.geomorph.2014.08.018	Teton Range	Garnet Canyon	USA	North America	TTS-1	43.71667	-110.76172	3112.654645	217.81492	Fluvial	sand	Cosmogenic detrital	7.57870E+00	2.71709E+03					2.28356E-01	1.86648E-01	2.70063E-01	Be-10
OCTOPUS	Tranel, 2015	10.1016/j.geomorph.2014.08.018	Teton Range	Cascade Canyon	USA	North America	TTS-4	43.76501	-110.75088	2909.154898	230.53287	Fluvial	sand	Cosmogenic detrital	4.31797E+01	4.38162E+03					1.42287E-01	1.16144E-01	1.68431E-01	Be-10
OCTOPUS	Tranel, 2015	10.1016/j.geomorph.2014.08.018	Teton Range	Garnet Canyon	USA	North America	TTS-9	43.72584	-110.78835	3366.452756	262.23636	Fluvial	sand	Cosmogenic detrital	4.20539E+00	4.04383E+03					1.53439E-01	1.25481E-01	1.81397E-01	Be-10
OCTOPUS	Van den Berg, 2012	10.1002/esp.3237	Central Alps	Aelleggbach	Switzerland	Europe	E-10	46.94958	8.13373	1507.2698	192.75394	Fluvial	sand	Cosmogenic detrital	2.56039E+00	3.09581E+03					2.09171E-01	1.68145E-01	2.50198E-01	Be-10
OCTOPUS	Van den Berg, 2012	10.1002/esp.3237	Central Alps	Kl. Entlen	Switzerland	Europe	E-11	46.96637	8.09375	1239.5927	187.31444	Fluvial	sand	Cosmogenic detrital	1.51792E+01	1.85764E+03					3.53306E-01	2.81259E-01	4.25352E-01	Be-10
OCTOPUS	Van den Berg, 2012	10.1002/esp.3237	Central Alps	Kl. Entlen	Switzerland	Europe	E-12	46.95128	8.08789	1281.0981	198.43815	Fluvial	sand	Cosmogenic detrital	1.19669E+01	2.81595E+03					2.32408E-01	1.84127E-01	2.80689E-01	Be-10
OCTOPUS	Van den Berg, 2012	10.1002/esp.3237	Central Alps	Gr. Entlen	Switzerland	Europe	E-13	46.93210	8.12462	1542.0526	207.27305	Fluvial	sand	Cosmogenic detrital	1.67321E+01	3.43175E+03					1.88434E-01	1.51415E-01	2.25453E-01	Be-10
