Latitude	Longitude	Hash	Lithology	Age	Age Uncert	Unparsed Lithology
18.32609	-66.62103	18.32609;-66.62103	sed, 	14.1815	9.0	sedimentary rocks | cenozoic sedimentary rocks | 
18.42278	-66.69944	18.42278;-66.69944	sed, 	14.1815	9.0	sedimentary rocks | cenozoic sedimentary rocks | 
18.30073	-66.78301	18.30073;-66.78301	sed, 	14.1815	9.0	sedimentary rocks | cenozoic sedimentary rocks | 
18.29571	-66.41374	18.29571;-66.41374	sed, 	14.1815	9.0	sedimentary rocks | cenozoic sedimentary rocks | 
18.32443	-66.45995	18.32443;-66.45995	sed, 	14.1815	9.0	sedimentary rocks | cenozoic sedimentary rocks | 
18.22216	-66.22462	18.22216;-66.22462	basalt, volc, ign, 	105.5	40.0	mafic volcanic rocks | mesozoic sedimentary and volcanic rocks | 
18.30222	-66.22472	18.30222;-66.22472	sed, 	14.1815	9.0	sedimentary rocks | cenozoic sedimentary rocks | 
18.34601	-66.23881	18.34601;-66.23881	sed, 	14.1815	9.0	sedimentary rocks | cenozoic sedimentary rocks | 
18.20278	-66.13917	18.20278;-66.13917	basalt, volc, ign, 	105.5	40.0	mafic volcanic rocks | mesozoic sedimentary and volcanic rocks | 
18.36327	-66.0658	18.36327;-66.0658	sed, 	14.1815	9.0	sedimentary rocks | cenozoic sedimentary rocks | 
18.39667	-66.05667	18.39667;-66.05667	sed, 	14.1815	9.0	sedimentary rocks | cenozoic sedimentary rocks | 
18.16111	-65.98278	18.16111;-65.98278	basalt, volc, ign, 	105.5	40.0	mafic volcanic rocks | mesozoic sedimentary and volcanic rocks | 
