agemax	agemin	age	rocktype	rockname	rockdescrip	rockstratname	rockcomments	refstrings	Latitude	Longitude
100.5	66.0	83.25	siltstone,shale,sandstone	mesozoic sedimentary rocks				Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	56.25	-117.31667
538.8	358.9	448.84999999999997	siltstone,shale,carbonate	paleozoic sedimentary rocks			besa assemblage; cordillaran foreland belt	Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	59.1	-112.4
66.0	23.03	44.515	sandstone-siltstone-conglomerate	cenozoic sedimentary rocks				Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	52.16667	-113.66667
100.5	66.0	83.25	siltstone,shale,sandstone	mesozoic sedimentary rocks				Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	51.01667	-109.11667
100.5	66.0	83.25	siltstone,shale,sandstone	mesozoic sedimentary rocks				Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	52.1	-106.6
2.58	NaN	2.58	sedimentary rocks	cenozoic sedimentary rocks				Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	64.83333	-147.83333
538.8	251.902	395.351	sedimentary rocks	paleozoic sedimentary rocks				Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	34.9	-99.51667
298.9	251.902	275.40099999999995	sedimentary rocks	paleozoic sedimentary rocks				Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	35.25	-111.41667
251.902	201.3	226.601	sedimentary rocks	mesozoic sedimentary rocks				Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	34.93333	-104.7
23.03	2.58	12.805	flood basalt(s); mafic volcanic rocks; basalt	cenozoic volcanic rocks		columbia river basalt	columbia plateau	Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	46.08333	-118.3
485.4	443.8	464.6	sedimentary rocks	paleozoic sedimentary rocks				Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	-18.10821	-63.45741
66.0	23.03	44.515	sedimentary rocks	cenozoic sedimentary rocks			paris basin	Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	48.86667	3.0
66.0	23.03	44.515	sedimentary rocks	cenozoic sedimentary rocks				Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	44.4	-0.6
66.0	23.03	44.515	sedimentary rocks	cenozoic sedimentary rocks			paris basin	Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	48.85	2.61667
66.0	23.03	44.515	sedimentary rocks	cenozoic sedimentary rocks			paris basin	Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	48.81667	3.08333
358.9	251.902	305.40099999999995	sedimentary rocks	paleozoic sedimentary rocks				Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	19.23333	97.93333
358.9	251.902	305.40099999999995	sedimentary rocks	paleozoic sedimentary rocks				Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	19.4	98.45
358.9	251.902	305.40099999999995	sedimentary rocks	paleozoic sedimentary rocks				Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	19.73333	98.48333
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	10.68333	98.05
358.9	251.902	305.40099999999995	sedimentary rocks	paleozoic sedimentary rocks				Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	8.81667	98.83333
23.03	2.58	12.805	sedimentary rocks	cenozoic sedimentary rocks				Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	14.73333	-1.63333
2.58	NaN	2.58	sandstone-siltstone	cenozoic sedimentary rocks				Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	32.25	6.33333
2500.0	2300.0	2400.0	conglomerate,greywacke,argillite	paleoproterozoic intrusive rocks				Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	6.08333	-4.75
201.3	145.0	173.15	sedimentary rocks	mesozoic sedimentary rocks				Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	50.19264	1.62356
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	43.52936	-1.5226
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	52.33435	-55.81676
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	48.12689	-69.70383
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	56.06732	-87.56196
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	44.42297	-124.08301
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	43.97653	-69.85684
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	34.10176	-119.09375
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	41.27829	-72.33893
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	43.38439	-124.18244
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	43.12293	-124.42696
2.58	NaN	2.58	sedimentary rocks	cenozoic sedimentary rocks				Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	47.58483	-122.35963
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	32.49872	-80.35253
66.0	NaN	66.0	sedimentary rocks	cenozoic sedimentary rocks				Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	28.40789	-96.77551
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	38.7688	-123.53404
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	47.7515	-124.43897
1000.0	443.8	721.9	mudstone-carbonate-sandstone-conglomerate	precambrian-phanerozoic sedimentary rocks				Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	41.17072	-73.10943
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	36.98609	-76.28416
538.8	443.8	491.29999999999995	limestone,shale	paleozoic sedimentary rocks				Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	43.75148	-69.77518
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	33.75529	-118.18829
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	40.30213	-124.35396
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	42.81958	-70.81328
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	30.66788	-88.03132
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	39.19193	-123.7611
66.0	NaN	66.0	sedimentary rocks	cenozoic sedimentary rocks				Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	29.96841	-93.85517
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	45.65574	-123.94151
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	48.77272	-122.58477
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	27.83726	-97.48827
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	36.84537	-121.80756
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	30.35572	-88.60421
251.902	201.3	226.601	intrusive igneous rocks	mesozoic intrusive rocks		palisades sill		Chorlton, L.B. | 2007 | Generalized geology of the world: bedrock domains and major faults in GIS format: a small-scale world geology map with an extended geological attribute database | doi: 10.4095/223767	40.71561	-74.11935
NaN	NaN	NaN	na	na	na	na	na	NA | NA | NA | NA	38.31232	-76.42127
