Be10_exposure_yr	Al26_exposure_yr
74711.87795929318	
53004.85916067022	
60960.1003705547	
59521.98482006113	
43840.53642298654	
20368.46008308395	
75448.10767794307	
658.955771991107	
46162.895124791285	
20424.701176733717	
44596.28453559845	
31712.99143191925	
46237.82020952647	
48412.14322529328	
69598.34137647784	
70215.37390321426	
78838.746534448	
31711.50108708945	
36416.188018637025	
76633.38147818115	
56367.79210233876	
36104.82687913841	
70798.86053528455	
103498.30387354014	
46101.89127120262	
21618.76290722127	
126852.70354412391	
17637.713243453294	
361.79691340247376	
19244.651783171237	
81228.24588262528	
54765.48758876229	
47395.79568655831	
177327.71334535265	
220.06496695487775	
39661.737870119374	
22009.486247886998	
30362.832630797406	
12418.706111916374	
48493.72290021823	
29368.836031025236	
16875.194345289623	
96899.37346328721	
101135.4488627323	
89709.12223695336	
67978.03437225308	
123245.82496545748	
33076.50295969652	
126732.02767349101	
79472.29090414324	
25298.51110524166	
73075.38207263403	
67645.17193039054	
39693.39618247202	
75010.76582814989	
102588.60383139386	
614.8208760891117	
758.8297080148847	
2634.162748440779	
2825.7064085659827	
2458.9909211103823	
409.41316349153936	
1983.3677286413165	
1405.9886530418628	
454.8899944204446	
3867.4838005182537	
424.385450005804	
4940.2300730445995	
3927.6467138988532	
64.38031290092376	
11506.944965109918	
10328.743776101284	
2417.5243159793345	
4506.465841522653	
37520.97962526121	
9471.650561389508	
12016.320390579729	
4257.254593603895	
4161.369920402907	
4394.678511824956	
21750.566429319926	
1327.052885137297	
6262.835770325385	
3233.217214885564	
2945.700198476756	
1807.0310569231817	
13470.16826546605	
1984.6430350164758	
1024.0713201074952	
1417.9181370129443	
964.9744435660408	
3666.225412435564	
3854.925063376116	
20456.064329856137	
3968.204919296968	
4847.1647915015565	
782.2852444615396	
301.6431495006568	
493.7529644949149	
4979.557794502229	
1489.7601407663255	
165.41686159290552	
605.8070857644552	
17729.872282427958	
16463.793974486118	
17379.169868032117	
10918.450717326563	
4169.774102898876	
63387.720531877334	
2531.7655604565675	
13043.350686746971	
8444.271015314189	
8888.943276193399	
33333.38272022629	
9168.970819482722	
15527.396845548488	
2286.5750972654746	
8937.59878605374	
9969.003920428631	
8636.197922117864	
1277.6391377699204	
7504.947861568769	
12059.425519962719	
22312.795881831535	
14762.595785792313	
741.174042839066	
1435.3801068867365	
5268.123782820058	
20131.754833051986	
5192.776671800276	
1168.9941425382822	
7565.800698662668	
16712.551814221544	
1078.8379050287276	
21940.61012784555	
45208.67059023928	
600.473458556689	
8710.036933162026	
42282.004993740054	
1042.984173454574	
2147.2208267122346	
1740.42418931463	
17482.75395778916	
10054.36313602225	
5068.697148186121	
882.1033565813103	
8820.57173855151	
742.7972475646476	
616.2691131132596	
19577.91852741807	
6164.577085707396	
4435.413910475959	
178706.35035254527	
12311.907591760993	
2170.377015319906	
62198.64475777618	
4864.969262737633	
3760.721471935832	
3277.776001928781	
13113.848489933689	
4411.862073560503	
16421.69655216531	
27450.11241438151	
81.95036959764097	
8487.614577006663	
12045.497682294417	
39370.24942573443	
2533.3090853282038	
6412.432850172086	
1687.1569613146805	
11145.75883728347	
16705.757674990597	
1936.9094386609736	
32055.384008586352	
17236.497210600315	
15125.487249420548	
7542.475317467303	
14443.954668657367	
4509.611695184935	
12222.023983518482	
4350.404410612681	
16990.595748942476	
255.57135442514777	
17081.884413072792	
1934.6823072561526	
10638.166672678366	
2098.5068753175306	
6905.3495060244995	
5832.575505983488	
15795.174356190772	
15202.66709772164	
14058.603494006724	
16059.130576348376	
6409.410868782262	
3324.538067225836	
7111.986875020062	
4992.388183045939	
6484.585684975465	
51388.49657095891	
6842.404067830559	
5215.948930330173	
88078.25791622505	
692.2831644566469	
3616.872241770124	
508.1526307594145	
10182.52248189682	
66898.0494804526	
25538.517747159134	
5471.663629277322	
13444.5859896774	
6054.969359483615	
3469.5469429846903	
7682.708641436048	
1848.0908037087597	
78647.47208020993	
6811.365372077234	
10232.348349739013	
7888.999590974049	
462.9991080728581	
4491.033726022112	
5786.450939895883	
4497.971410036455	
1606.9472573171356	
12360.374533078486	
1295.0496456323979	
6502.024842168581	
4677.667019889934	
23110.873570422547	
1526.9058734498785	
1393.5088070619265	
2981.492348970902	
3561.124389572417	
3140.051982564982	
2430.45741880315	
614.2149907416378	
6470.591038272708	
34900.67369929393	
2302.1644362212332	
3941.142957386636	
2450.8102222485327	
3391.356101813259	
2770.2347983143254	
4527.593152390283	
31815.26556216548	
2165.353484064358	
15732.101627529872	
1630.067876257926	
4664.153383449029	
7645.332657875936	
2605.268888772049	
6761.911050794875	
257.40361643510687	
1199.447488894191	
4692.174679447175	
7811.577642298071	
5965.6689917434405	
12897.61915525148	
19105.784862510507	
16831.524582643793	
15654.474764564064	
8702.502206970483	
23395.739018947243	
4754.674213011473	
4002.464228727538	
23602.11253267901	
15886.844366940411	
17841.434845471627	
23153.548255286918	
16226.951849038518	
17370.00728868704	
15297.9264706542	
7785.830431143066	
22436.32519862277	
17501.684752105586	
29234.003804469627	
63843.25126789538	
18810.663945028424	
27470.27225357491	
7565.245637210852	
78463.12749745666	
70918.17662710581	
60094.92548765338	
75482.89935017806	
81010.45913891715	
79601.37434647555	
77567.84720983071	
123107.872729124	
74015.00889324192	
88507.59478418363	
64674.00628043983	
86815.40261752447	
43757.69107099952	
94066.61405321154	
85263.33346705115	
132215.96822644642	
71959.96594385596	
53367.74523185002	
164478.45174144895	
116167.5127323215	
91359.33253180701	
85969.75363843294	
77200.47634855859	
85526.21909386422	
141268.9779497599	
116394.5078882035	
72985.44267351793	
75965.90255301168	
3109.6879595211008	
68808.29245581913	
95054.52552851458	
100724.30872264472	
178087.72971150387	
60169.536041141706	
149249.74761452625	
124582.90423141432	
123784.8766772907	
136097.56406816415	
37888.09685928277	
44546.14232989784	
58648.181446537834	
40057.25662798273	
42357.789249273555	
71217.7551832683	
14614.401328307418	
116201.42581541745	102226.34762323284
2738.9073650835676	
7409.262910135128	
17875.268379225006	
73060.68457234079	
32810.90934028058	
91481.26874988725	75502.12660784922
32918.98845857425	
18450.600443233634	
9497.90500772604	
6759.385429477486	
4719.5355038603175	
114859.6354722297	106100.81031661807
1604.842479110448	
75171.78153659735	
76513.80093778904	
16264.196185989544	
6240.713387268466	
6133.384256433781	
2064.4420335851296	
101424.25438146832	90719.00211034215
479579.92208095687	454537.94096678036
51490.692780252146	41479.51505854832
157250.08148071438	135950.57434017348
3930.533685448738	
10272.473518820607	
2889.2276263823446	
1372.660482887941	
14122.158040773127	
6570.812437348292	
11037.975726312496	
68922.71986866104	
985.5843784493783	
12404.419487535886	
9290.067365230756	
13672.459868523467	
205.90016244954853	
218.13563381098686	
261.93718629332113	
278.2271116950564	
413.9462948148174	
8994.768358694511	
42554.2291288365	
157073.2550837695	
216586.5749630494	
89670.07954457223	
200532.7728076095	
198367.87882249762	
127.21800475520423	
8458.703705197171	
277.7499623245642	
236.02927506555267	
739.4375038683685	
1536.7626162502352	
58916.76393015281	
81.76960568658039	
178.63091265822712	
797.8569639171194	
181731.51688744867	
1536.1457353871942	
1529.864188679622	
676.5245391079859	
43655.880117132416	
1855.8487331398544	
1047.648263457334	
1223.7693248355786	
1124.069372737142	
16545.625496573542	
8390.366648967614	
3751.1324328844184	
2313.628951359824	
36754.35906776316	
457.75956149807394	
448.3675218408912	313.9036689714518
243.72310915457317	423.2886530453564
388.41717463237245	414.2789937725179
156.04396468365934	145.70674018801205
83282.94862016273	
167520.22595024217	
129848.1360291829	
10464.191098264011	
3012.9226007675134	
138603.98015728616	
130850.77930243363	
218456.74335498072	
343.4965530802435	
192.15607401061553	
388.4809606601308	
358.9946030705164	
3990.102559344579	
111518.57861330877	
3022.962461043364	
49585.72215082279	73509.95014096258
60943.09810124213	
126269.80741331948	121399.70356041421
76656.58789926086	
220747.65317803563	190551.50883781177
1501.8577550476125	
78667.13231312315	73697.67201432705
49194.192156146164	45320.699187183294
418.74781182293907	
2251.145577518313	
	
5864.146073944039	
8205.585690631491	
305.94788076756544	
2114.1111040557544	
1970.9364619734401	
3708.7840949201795	
6624.954905663357	
794.4705396710737	
1570.9684865403513	
544.5515323971301	
17467.67574885568	
8659.757149907453	
1392.3682527917742	
519.9375587120824	
860.9677829536348	
1277.0711896312528	
4235.690809943505	
3462.6579423175344	
2892.0621154389682	
1011.0616401725664	
334.19786959290906	324.38582806689425
12064.906458242713	
121076.97930232594	129573.50782600448
165512.77734802736	174595.2385544638
12832.33377477491	
45626.410278721356	
5325.949381975586	3859.146766280969
33971.43302089529	30137.49519190519
	
2949.853160136863	
132584.0745625972	118169.14077517168
7808.686794354383	7426.989131739175
23672.4317314555	28947.146947971152
500.1154012498814	
85871.24968434051	
2289.9650487419876	1256.81806969822
142564.7055654545	143342.69546297047
40643.51637986595	
79633.90127604167	
158942.9143392901	148090.48285115816
14310.966345262546	
7145.085412842167	
5885.523149921138	4543.662852403389
6493.1009065909	
27762.877701141497	
	
1323.9812486249273	
947.5769353627796	
3003.257766425444	
1741.9789785037933	
475.65406147953934	
607.8938158538022	
4355.947754197976	
2053.7133567664177	
1852.50116995817	
2115.191857872514	
1788.1221239967228	
826.1844897270907	
	
1122.0319927880591	
448.36799981809094	
753.1255295464773	
2407.700637608653	
959.6822830237357	
799.4147121917437	
466.5058117521684	
760.275211335309	
1965.159439655702	
2166.1503331217514	
1141.5070495358598	
1761.8322470493977	
1111.4945964158446	
570.241766647066	
1120.5835411504163	
1533.67280179493	
2035.632478479186	
1054.1866760561156	
961.0876887878476	
1260.9875224406371	
	
751.5479814770868	
813.3799912147723	
	
12490.534362788958	12426.044171800473
585.577366072202	
3322.4262365459995	
3747.8754400741377	
1688.6240586764209	
2581.237574833925	
1712.6836270665754	
1553.0819166905346	
22723.47026020715	
828.5787353376722	
7653.5952683285	
2566.388248854019	
2799.1925797633294	
1431.1885099957676	
2783.6458165912227	
2121.4796395742515	
2171.760832385378	
14629.36630225062	
	
20733.853951215984	
14765.494589013162	12885.952840095615
37294.061973177515	
3733.6352482882335	
3159.2610187566006	
11755.58197354605	
33149.669040507884	
6339.609067909639	
3264.952993497082	
	
1825.4165069802712	
10706.089112486768	
6853.381159525218	
4411.991898581522	
2897.6909632937723	
7272.879855988257	
3359.5814501436626	
2875.8283724478874	
5986.770857279176	4881.026364970976
4578.2112324742875	
3771.8094799189525	
10340.067070180768	
4612.258575632178	
6196.167349555905	5728.924053438828
6579.603423845748	
8745.621125772586	
9729.156145548379	8721.756141045242
37986.76604997006	
2511.6960361799247	
	
3145.807358890863	
8963.413169301944	
3511.7604617180577	
2883.8303272420294	
5276.190644766332	
4216.667069254707	
9897.193718472603	
13683.342852258214	
17389.96546123782	
40139.5488023907	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
9986.197992404766	9139.917594189612
	
	
	
	
	
	
	
	
	
	
	
	
	
	
4801.385419088769	4539.16707444581
	
	
	
	
	
	
	
	
	
	
30817.166626161135	27245.591679815934
	
	
	
	
	
4509.644813661332	3556.6199372053125
	
	
	
3694.313117362492	3210.2775304744882
	
	
	
	
	
	
	
140432.3176892944	
232619.02751108108	
162623.15587216313	
596412.4378337269	
111016.71817549127	
40382.16413581289	
83583.81038483515	
12418.52071239153	11968.029096290362
10356.888376930043	
90900.15337873234	
302587.9745735356	
6505.63421627742	
22181.57093876792	
111557.71252632982	
175307.9954096855	
21278.452027233932	
9089.344595127042	
6060.399999959483	
3068.806678610381	2398.337179634292
5076.57867364348	
20304.860497364425	
10149.997941067702	
46083.778270512375	
3177.829934632265	1741.154595636185
4487.014593699359	
8596.821965815723	
1826.0949958895408	1006.6009045203931
23702.037943363146	
2180.6184253565843	
2126.0451061235303	1102.4262039895286
1185.8685160131915	
1358.2581309224977	
1074.612331401296	
18661.638490406043	
14092.202868918026	12539.308430933916
11243.725054216584	10329.574045316702
456.31513522713766	
21821.355356006377	
3037.5293547470656	2712.450463275101
6637.723430968359	4424.22396740874
3355.8369892896435	
989.5997490073186	
3000.9202110366377	
14841.025526341642	10039.689078719535
19397.546868348974	14900.976319709502
10502.231204742693	7390.57875643987
7823.984496134797	6374.934636385256
9834.772200781403	8133.078680348032
6501.200623195799	5806.2381432881275
5591.400487568586	4706.913856412653
11990.271266264974	11432.807825324368
4352.478455262384	3677.082425278161
44893.69269723557	33594.029175519485
14651.956546082753	13294.888763878074
24726.560464581653	22136.334800177116
1978.3927227922552	1606.1244932575119
7151.862093978987	6829.978517766612
5067.863483336436	4245.682926727454
5977.241967331616	5278.2851568253045
2882.8254612539454	2739.4427598357925
18372.676113777958	17661.766481934203
18382.485412720984	17449.044948980103
23328.64358383952	20759.43471348759
99922.04494420701	89876.74122287815
4898.333153760852	4111.485361680147
1998.669494246316	
1392.6610018137349	
3454.473872620276	
1383.2432403361224	
3046.874318448907	
5277.713056834997	
15051.88706169681	
2529.252825767763	
800.8610917716553	
17902.801532221973	
10938.11591993393	
2186.0159336829	
3374.0618739617744	
6157.277809603183	
3719.4176845139136	
2459.259768230265	
2933.80612480944	
1923.1341853788488	
2195.161797873985	
3332.608548979963	
5187.26952672384	
2821.496807569624	
2821.3081036248536	
7648.104114750416	
4899.405994631598	
3549.134110270319	
3750.8270329866614	
2271.207455928425	
4462.443325233381	
1803.4968620173029	
16202.833270994088	
2614.273206836667	
3934.300937983401	
12366.307095846083	
8975.348670776115	
826.4818299746549	
1153.142774565099	
10876.259792530718	
14870.90963763301	
10815.45184468349	
23071.041516272817	
80162.75002749238	
5853.1847238419705	
6611.023641567212	
10145.980481140454	
37891.51388824063	
8639.861396010408	
29620.43005961493	
7108.464388510357	
6317.272124059569	
23153.584146189085	
7328.210226252785	
38115.8224905247	
53124.92570524078	
13452.449851972182	
8895.211529101563	
27599.051694213358	
23479.67897071826	
21629.015559755266	
9165.41563258003	
6732.35052984864	
6243.9208410742485	
20987.258147826004	
5349.252235457632	
729.564631469575	
22396.526393349362	
923.2326383138208	
59035.52091653369	
18019.42035188221	
50595.26427578927	
653.6003613492708	
27311.941433643617	
110271.06896169542	
15601.55480864861	
5383.021477050379	
410.01952142631137	
19723.967014437738	
15912.06847659911	
4579.465518027658	
7143.144151141543	
40994.151104597826	
4628.384144729627	
7753.19913465399	
22932.104009492446	
9140.900506602025	
24997.04388843493	
18985.52685644834	
7955.7554609790795	
983.5342020467305	
32256.72663784115	
25525.221759587508	
25004.365755672603	
652.0765609702937	
9576.612137158028	
6639.942217895866	
6038.110077624737	
1412.3734531769576	
573.8743221666786	
3134.771307880053	
5310.105242222356	
979.5654854207394	
600.7731312490162	
	
35612.73830403865	
6502.791696405169	
4697.992357258872	
959.7151385013353	
2990.73968964049	
3465.9059044702694	
1555.200158595232	
8598.452094674962	
2350.352806772389	
8960.624772199099	
650.6226694841583	
727626.9759464661	497615.4568157561
7845.925784485795	
4055.45690287294	
5916.748566358735	
1154.0353596503214	
1747.0470945686511	
4608.847212307852	
579.5985684599999	
1786.284553050281	
8461.160291916318	
5650.128483389887	
5918.156420573743	
5368.981882435864	
484.3884209086394	
9369.651242934273	
17339.642735137833	
1718.5020755773423	
21606.36742215468	
5995.834160468135	
4419.736622942668	
9564.59435633026	
10253.501642817082	
1320.8729277497996	
3879.946758183478	
2351.80373619671	
1502.0437162826406	
1019.4850571334599	
8721.304528504876	
5271.419352090733	
3490.912081529015	
10838.33972408776	
3967.9277844130092	
1261.8399133713638	
887.0233994798525	
3163.8309799057347	
6932.229498003077	
14520.427222547885	
307.70871776869006	
4426.013971606342	
16174.03968550679	
7504.408364496763	
7178.200768987497	
1369.3697055338077	
1352.7264579170549	
5782.1639852628405	
3196.107769381785	
385.654405253475	
559.2472967858397	
1595.6239242795477	
982.6538209326488	
1007.9684468245957	
1562.0994935283743	
2019.5573318256245	
839.2771677862668	
512.0907136005652	
1107.6591633226767	
724.6721131395846	
738.1090886783167	
1.384450851872177e6	1.2683622887468555e6
776350.2728415433	656477.4017584218
2187.4440184357486	
1701.412599818093	
5010.615060112655	
86.63281013417833	
231.03746339602674	
1038.5824744224306	
2948.577463588159	
500.2563452550772	
2309.4217761206696	
6949.838448679461	
2730.190075325117	
858.4008820590982	
1061.8770571286361	
1907.9440598247124	
972.5770506640617	
1017.4449645040564	
1091.6381832873685	
756.9977087932742	
7832.78372784658	
1241.0454984615556	
563.6925320556117	
1013.7733413070757	
1426.446275053812	
1224.7695154794867	
883.883205994421	
465.9608286232636	
459.01499444929476	
3192.2798455457787	
2657.7118696838243	
2512.4833529606094	
101.79143108719299	
622.1817055435724	
547.0656514250257	
168.86895274615702	
350.21623508983	
6658.446607424299	
1116.1921385237804	
4755.789373079376	
299.04791818584863	
538.2625098384867	
909.5405486984839	
774.2081200488419	
5091.309767535732	
5093.253928174385	
2600.6220027449517	
1893.467781061234	
454.5609095710298	
2522.7070227283634	
2491.998940229534	
7141.281797453053	
178.04959343215455	
750.4273149326532	
8405.8331272569	
8322.955520499829	
1054.4607814160538	
5028.992393678462	
23367.008247304173	
353.0020802174692	
1453.7842028749812	
720.3063565071539	
4798.350132809344	
3512.641856540759	
13485.102938119453	
9194.317140861172	
4583.469997858481	
8289.630556265001	
12168.503865200704	
5488.356647520417	
21869.815703868713	
1461.194548092045	
3234.525219970877	
7157.149800259506	
2781.9740184434213	
7035.737515797503	
8473.567583170568	
10434.376315403737	
