Latitude	Longitude	Precipitation_mm_yr
52.50814	21.08408	563.4
31.13744	-87.94395	1639.9
39.54944	-76.08042	1161.8
51.35159	-80.40242	723.0
49.43785	0.16818	843.0
51.43007	-78.93054	776.0
3.56737	9.65027	3235.3
15.98113	-16.50415	264.9
50.74995	-3.5493	947.2
52.93364	0.08402	641.4
50.61461	-3.42142	842.2
51.504	-2.71825	938.0
54.08828	-1.34352	692.1
52.82581	0.21751	648.1
52.80811	0.35704	657.8
35.06428	-76.53615	1432.4
31.83667	-81.04524	1232.1
35.32812	-76.44751	1431.8
33.36288	-79.2657	1442.4
60.47714	26.89409	667.2
29.72448	-84.97896	1433.1
35.54807	-77.08098	1263.6
31.74219	-110.0526	367.1
31.74343	-110.05484	367.1
31.74203	-110.05369	367.1
31.73024	-110.03607	371.6
9.26751	-79.50538	3021.0
39.65	94.88333	172.4
39.65	96.85	583.0
39.6	98.0	354.6
39.65	98.81666	124.9
38.96666	100.0	234.9
38.21666	99.98333	597.7
38.2	100.21666	476.9
38.23333	100.18333	466.2
37.86666	102.05	271.0
37.7	102.56666	335.6
37.46666	102.6	432.8
31.7433	-110.05467	367.1
31.74123	-110.05241	368.7
31.73714	-109.94371	390.8
49.12864	12.12944	690.9
48.71713	9.38186	903.5
48.90802	9.25879	797.7
49.07272	9.16058	809.9
49.44679	9.00149	1000.0
49.48953	8.44528	715.3
50.39801	4.88197	878.5
50.46823	4.99476	869.7
50.63827	5.57646	917.9
50.78289	5.69198	853.0
51.74038	5.14295	846.7
51.7197	4.89072	880.2
44.89381	3.91873	935.0
45.30909	4.13021	792.6
45.74238	4.21206	793.2
45.99593	4.04633	872.8
46.82801	3.45787	865.3
46.98369	3.15874	835.5
47.68277	2.63147	750.1
47.89661	1.90385	726.8
47.48579	1.19019	682.8
44.73481	3.85772	985.9
45.10084	3.49869	716.4
46.40213	3.31761	765.0
46.65917	3.22899	797.9
46.94783	3.07319	824.7
24.64226	121.56757	4468.3
24.71458	121.77201	3950.6
24.75808	121.74398	3985.4
0.38488	-50.02653	3414.4
-10.4978	-36.39452	1282.7
-35.2364	-56.70972	1082.2
8.84282	-60.75576	2482.1
31.69917	-114.7114	53.5
46.25756	-124.02191	2191.4
29.43039	-89.60373	1540.9
25.95328	-97.1491	736.8
62.60416	-164.81526	666.6
69.31783	-133.97977	294.9
49.38738	-66.73421	1003.7
52.95614	141.1346	717.1
72.31853	126.58088	426.3
45.23393	29.71883	304.4
46.49837	32.30173	419.4
29.93267	48.61477	149.8
23.80441	89.7737	1872.4
22.39113	91.00273	3256.5
31.43349	121.85698	1281.3
37.76367	119.15613	565.5
24.01853	67.46893	208.8
9.77558	106.48279	1633.0
31.45237	30.37712	190.0
-6.06531	12.43875	798.7
-18.85272	36.29945	1333.5
-28.63191	16.45404	54.2
5.13795	5.38494	2538.8
-35.36417	139.36403	393.4
41.55861	-72.12194	1378.8
41.52023	-72.70653	1466.4
41.55222	-72.44972	1355.8
40.72611	-74.38972	1343.7
40.34056	-74.78056	1294.1
39.59472	-74.85167	1158.0
40.13722	-74.6	1198.4
40.69444	-76.16389	1282.6
40.52259	-75.99827	1180.8
40.15139	-75.60167	1210.4
40.22955	-75.45157	1172.0
40.07917	-75.46111	1217.2
40.07278	-75.86111	1276.5
39.96167	-75.80167	1198.6
39.96861	-75.67361	1172.0
39.86983	-75.59326	1187.6
39.76951	-75.5767	1201.1
38.9972	-75.78581	1129.3
41.79091	-77.01469	948.3
41.81507	-76.96496	984.5
41.56778	-77.10167	1135.9
41.49528	-77.15056	1219.4
41.49417	-77.15083	1219.4
41.47361	-77.23111	1101.7
40.29083	-76.99389	1079.6
40.30139	-76.94917	1119.2
39.31031	-76.79242	1144.0
39.25125	-76.76378	1200.9
39.22733	-76.723	1191.7
38.95592	-76.69369	1160.6
39.62181	-78.77342	887.2
39.7164	-77.82478	992.8
39.38788	-77.37749	999.8
38.93	-77.34528	1131.4
39.10261	-77.1197	1149.8
39.06567	-77.02934	1154.3
38.58734	-77.4286	1143.9
38.565	-77.42611	1142.5
38.53068	-77.8136	1091.1
38.35028	-77.97528	1125.7
35.56167	-77.23084	1272.9
35.845	-80.65889	1151.5
35.86791	-81.06647	1244.5
38.90278	-79.69472	1567.9
38.9075	-79.69694	1567.9
38.91306	-79.77056	1592.1
39.76424	-79.58699	1237.4
39.76889	-79.60944	1200.4
40.06694	-80.80861	1031.1
39.96833	-80.44806	1068.1
40.48139	-81.98611	970.1
39.32889	-82.08778	1046.4
38.25	-81.79833	1128.5
38.07982	-81.83623	1140.8
38.15472	-81.8525	1150.9
38.28667	-81.80667	1116.5
38.33898	-81.84152	1103.0
37.60389	-81.64528	1103.7
37.35372	-82.19569	1081.0
37.44917	-82.33778	1212.9
37.4325	-82.35389	1129.9
37.56694	-82.45806	1157.9
38.56425	-82.95212	1086.3
39.95111	-83.26944	1030.7
39.84784	-83.15734	1057.8
39.70056	-83.11028	1038.8
39.26361	-83.16694	1009.8
39.81	-83.73917	1064.8
39.82778	-83.77722	1068.5
39.74833	-83.93139	1034.3
39.72239	-83.88231	1052.2
39.33528	-84.08667	1044.0
38.11528	-83.54333	1205.8
40.28694	-84.15	1044.4
40.30694	-84.38389	1031.1
40.05783	-84.35606	1023.4
37.1463	-83.38159	1182.0
38.705	-84.82389	1131.5
38.05139	-85.43194	1202.9
40.78194	-86.26389	1055.2
39.81254	-86.9539	1162.9
37.22394	-87.78057	1244.2
36.84731	-83.32518	1140.4
36.66814	-83.68853	1265.2
36.81342	-83.76603	1185.7
36.86231	-83.88742	1281.1
36.86806	-84.44917	1380.4
36.23953	-84.41304	1570.9
36.62694	-84.53333	1272.3
36.17639	-82.4575	1171.5
36.54206	-83.63042	1246.5
35.98306	-84.55806	1284.6
35.20651	-85.49713	1395.9
46.24667	-88.0125	791.7
43.83972	-88.90833	839.8
43.04556	-87.99972	889.3
43.32778	-83.74806	970.8
41.465	-84.81417	987.2
40.97917	-83.65333	935.4
41.44944	-83.36139	1012.8
41.4075	-81.88278	1015.2
41.13556	-81.54722	950.4
41.38444	-81.5275	1010.5
41.39533	-81.62985	964.1
41.63083	-81.40361	1062.8
41.71893	-81.22788	1100.2
42.3814	-76.39445	1052.7
42.40306	-76.435	1029.7
45.29163	-96.48756	624.9
45.22691	-96.35367	621.1
45.01167	-92.70833	817.0
44.15083	-92.00472	879.4
43.73861	-91.56389	855.7
43.30492	-91.79539	863.2
43.42111	-91.50861	864.7
43.04082	-91.20652	931.5
43.55222	-89.8675	911.8
43.11917	-89.64028	891.9
43.11028	-89.67944	874.8
43.13417	-89.73223	871.0
43.57417	-90.64306	889.2
42.9486	-91.18624	936.5
42.72029	-90.81917	879.5
43.2089	-89.35251	910.6
43.15084	-89.40195	889.6
43.11111	-89.53611	954.6
43.10334	-89.51167	937.8
43.07417	-89.4225	927.0
42.94056	-89.92112	942.2
42.87473	-89.79917	946.6
42.92083	-89.62028	915.3
42.61231	-89.39797	918.9
42.75997	-93.62164	904.4
41.66391	-91.5135	942.9
42.22556	-92.61083	953.2
42.21111	-92.61083	945.2
42.20194	-92.56222	944.5
41.65916	-93.27076	934.0
41.68139	-93.24639	923.6
42.1075	-94.37	890.2
41.77908	-94.49286	921.5
41.68722	-94.37083	924.0
41.42417	-93.58722	926.9
41.60085	-93.29599	973.1
41.53704	-93.25898	953.2
41.24664	-93.29017	967.3
40.09356	-91.7355	1073.3
39.74128	-92.04103	1093.7
39.48352	-92.01367	1092.3
40.82278	-87.58139	1003.9
42.46583	-88.00917	950.7
42.44806	-88.02472	952.3
42.44417	-88.00056	951.8
41.82167	-87.82195	1170.2
42.8525	-88.13056	895.4
42.3853	-88.36954	931.3
40.94028	-89.50056	913.2
40.4975	-90.05333	1021.1
40.45893	-90.13345	1014.5
40.47333	-90.14361	1017.5
40.46778	-88.86389	1029.6
40.47278	-88.87972	1036.6
40.45833	-88.8775	1041.6
39.81778	-90.65444	993.0
38.95778	-90.27167	1085.3
38.74084	-90.00195	1112.0
39.58337	-88.41338	991.4
46.89278	-112.12832	331.9
47.62503	-111.63542	327.2
47.56127	-111.54178	328.7
45.33137	-108.80148	357.3
45.3375	-108.83528	337.0
45.365	-108.86694	332.2
43.30135	-108.70289	203.6
43.20385	-108.39899	208.6
43.22192	-108.21971	199.2
43.26472	-107.69556	234.3
43.28944	-107.72111	231.6
43.26912	-108.08009	207.2
43.36274	-108.60289	202.2
43.28607	-108.27566	196.6
44.02056	-108.01418	237.8
44.51333	-109.97278	598.2
43.6475	-106.80806	320.5
43.98444	-105.38778	378.1
44.025	-105.32639	382.0
44.21056	-100.72611	452.8
42.57667	-96.31111	746.6
42.22694	-96.07807	773.2
41.96443	-95.99196	778.4
42.15693	-95.81001	801.9
41.83054	-95.9314	825.4
41.75028	-95.93389	810.5
42.09444	-95.31167	819.6
42.01083	-95.36528	830.0
41.64162	-95.78223	824.7
41.73528	-95.80861	832.7
41.30667	-96.10389	805.5
41.31056	-96.0475	824.4
42.51301	-108.74678	589.2
39.35583	-104.76278	506.3
39.605	-104.82194	439.3
39.33722	-104.475	487.0
41.5289	-97.49588	727.5
40.94333	-95.595	908.0
41.6736	-94.80582	913.3
41.0086	-95.24166	880.4
40.67111	-96.12528	839.9
40.6725	-96.12779	839.9
39.94778	-96.10833	875.9
40.74329	-95.0142	898.3
39.38806	-94.57889	1020.9
40.65667	-100.61194	562.0
40.63083	-100.62972	580.3
40.63472	-100.49028	564.9
40.50056	-100.32278	576.8
40.29834	-100.17695	590.3
39.81	-99.92167	605.9
38.88472	-96.90972	884.3
40.91611	-97.14556	757.8
39.34778	-96.21722	865.6
39.52139	-95.5325	914.8
39.35083	-95.45444	926.6
38.91139	-95.26083	989.6
39.11639	-95.01056	1027.8
38.957	-94.55889	1043.6
38.91361	-94.46583	1108.4
40.29723	-94.02623	996.4
40.64028	-93.80828	950.2
40.33633	-93.7685	990.4
40.30991	-93.59492	1030.5
39.69953	-93.79587	1020.3
39.89594	-93.23653	1072.4
39.84444	-93.02667	1075.9
40.82187	-92.89125	978.1
40.73889	-92.80139	1000.7
39.52353	-92.94964	1098.1
39.45492	-92.5685	1077.6
38.52903	-92.19203	1209.7
38.51611	-95.69611	1016.9
38.70917	-95.83806	968.0
38.645	-95.55944	1020.5
38.33361	-95.24861	1050.3
38.65639	-94.89611	1028.8
37.84889	-94.7025	1192.1
37.44314	-93.68489	1179.0
37.60545	-93.31	1147.1
37.68267	-93.37033	1142.3
36.46389	-89.25361	1349.6
37.3845	-90.47386	1162.8
35.36056	-90.65139	1303.7
35.3625	-90.65722	1303.7
35.145	-90.65583	1324.0
36.63167	-90.57528	1210.9
36.45667	-90.72556	1211.9
38.65888	-105.81389	295.5
38.46722	-105.85944	238.8
38.93388	-104.8172	451.6
38.92722	-104.81417	444.6
38.83722	-104.82889	429.8
38.81639	-104.82222	429.5
38.78833	-104.77333	404.7
38.72944	-104.73386	397.0
38.28778	-104.60108	329.3
37.14389	-104.54722	461.5
36.51389	-95.94028	1141.2
35.20899	-93.87825	1345.0
34.3639	-89.87862	1411.4
34.14417	-89.65251	1446.3
34.2139	-89.98195	1461.1
34.63195	-89.92445	1406.8
34.05778	-90.02472	1495.5
33.83806	-89.27583	1414.1
33.78	-89.24694	1425.1
33.774	-89.78759	1421.1
33.34001	-90.15139	1397.7
33.34167	-90.23723	1418.2
33.10179	-90.17342	1437.2
33.23167	-97.69444	904.7
33.61011	-97.3828	1000.3
33.33611	-97.17917	991.8
33.36528	-96.82361	1038.2
33.28333	-96.8925	1021.8
31.80044	-96.71749	1029.9
35.46465	-106.21339	313.8
35.51194	-106.31694	314.3
35.60089	-107.16662	284.5
39.50111	-106.16778	756.7
39.62333	-106.27972	727.3
39.64306	-106.34556	665.6
39.45306	-108.05917	321.6
39.45333	-108.31639	302.0
42.39028	-110.2525	248.9
40.96972	-109.23667	236.5
39.81333	-108.18333	373.9
39.83722	-108.24361	369.7
39.85053	-108.25897	367.5
39.87139	-108.28694	366.3
39.90611	-108.53222	465.0
39.93889	-109.64778	212.3
37.20417	-113.18	298.0
37.21806	-113.77639	236.1
41.5125	-111.81111	423.2
37.65111	-112.42944	305.9
38.92241	-119.99157	637.6
39.05185	-120.11852	833.6
38.99991	-120.00102	613.2
39.13213	-120.15769	923.7
39.23833	-120.03861	692.3
39.24056	-119.94556	603.4
38.96389	-119.92333	695.0
38.92	-119.97139	632.8
38.93222	-119.97778	623.1
32.82472	-117.05472	313.8
33.21809	-117.36032	301.9
33.31111	-117.34639	305.2
33.49169	-117.66311	298.0
33.49833	-117.665	298.0
33.68169	-117.8095	306.2
34.10833	-117.09972	790.6
34.27306	-118.78787	428.1
34.39972	-118.70481	434.5
34.44166	-118.92732	442.7
34.35222	-119.30845	556.4
35.23556	-120.47139	577.3
35.53417	-120.84639	631.9
35.52389	-120.765	608.4
35.80167	-121.11389	610.0
35.89667	-121.08722	476.5
36.23746	-121.4816	751.3
37.09273	-121.71828	590.7
37.04439	-122.07246	865.1
37.65389	-122.42528	713.1
37.37389	-121.93194	545.9
37.07772	-121.49438	500.8
37.42222	-121.92639	510.9
37.54056	-121.85528	568.0
37.56139	-121.68278	469.1
37.62667	-121.88194	512.2
37.58716	-121.96079	533.7
37.69521	-122.04496	535.9
37.71771	-122.05441	546.6
37.68417	-122.13889	511.0
38.14444	-120.66278	826.7
38.22139	-120.69833	802.8
38.50028	-121.04417	670.6
40.38722	-122.2375	894.6
39.88766	-122.52917	658.4
39.22444	-121.2675	1030.2
38.94823	-122.90194	1213.9
38.91306	-122.27056	794.1
37.96306	-122.55583	899.4
38.70056	-122.97111	1173.6
38.69852	-122.95805	1160.5
39.62488	-123.3414	1555.8
39.82083	-123.08056	1254.6
39.82639	-123.09167	1269.2
39.70627	-123.32529	1409.4
39.71917	-123.65167	1839.7
40.90985	-124.06062	1520.7
40.90596	-123.81534	1629.9
41.29929	-124.05118	2029.0
40.67626	-122.83058	1042.6
40.67265	-122.92058	945.4
40.65	-123.49306	1367.0
40.84167	-123.56667	1395.4
48.3556	-115.31465	495.8
49.00124	-114.47566	850.7
46.50556	-118.06528	305.4
46.08194	-118.19028	760.7
45.48028	-122.02444	2237.3
45.49444	-122.03472	2241.3
45.44472	-122.10833	2118.7
46.37178	-122.579	1697.0
46.32206	-122.69706	1550.7
46.33501	-122.84085	1560.3
44.50956	-123.85678	2919.6
44.53873	-123.85261	2903.6
44.53456	-123.87761	2981.5
44.0625	-123.88194	2349.6
22.17958	-159.46639	2819.4
21.50025	-158.05108	1245.0
21.56531	-158.12036	1116.5
21.40183	-158.06692	1140.8
21.46711	-157.95879	1156.8
21.38348	-158.01093	914.3
21.40611	-157.86556	1260.5
21.382	-157.90335	932.4
21.37189	-157.91274	875.3
21.38806	-157.84861	1226.1
21.29664	-157.83675	761.3
21.30667	-157.78833	897.9
21.28653	-157.81856	756.8
21.38629	-157.79282	1172.6
21.39178	-157.80949	1229.7
21.39339	-157.80376	1190.2
21.40268	-157.80588	1193.0
21.40921	-157.82325	1258.3
21.06997	-156.94833	727.3
19.72554	-155.09167	4756.9
13.32242	144.73614	2859.2
43.85833	-88.87139	855.6
43.825	-87.83333	836.4
43.78889	-87.92139	836.6
18.18167	-66.73667	2285.9
18.20472	-66.70361	2237.2
18.23139	-66.71556	2227.7
18.21444	-66.67361	2247.8
18.30209	-66.7041	2161.6
18.21282	-66.56319	2159.6
18.21389	-66.64556	2160.2
18.23142	-66.63709	2052.4
18.32417	-66.58694	2000.8
18.32609	-66.62103	2039.7
18.42278	-66.69944	1856.3
18.30073	-66.78301	2280.0
18.29571	-66.41374	2008.6
18.32443	-66.45995	1996.6
18.22216	-66.22462	1796.3
18.30222	-66.22472	1845.9
18.34601	-66.23881	1795.7
18.20278	-66.13917	1859.7
18.36327	-66.0658	1889.6
18.39667	-66.05667	1845.7
18.16111	-65.98278	2042.0
18.17333	-65.97722	2021.3
18.18571	-65.96145	1966.6
18.16222	-66.04	1956.1
18.24269	-66.00959	1782.5
18.24667	-66.09361	1930.4
18.23306	-66.04806	1885.2
18.2487	-66.02763	1843.2
18.25889	-66.04	1905.8
18.23415	-65.88533	1932.9
18.21607	-65.92617	1933.7
18.25849	-65.96808	1816.1
18.2945	-66.04509	1944.3
18.34227	-66.00598	2018.8
18.31848	-65.88891	2463.4
18.32881	-65.75081	2847.5
18.2725	-65.72167	2799.4
18.29895	-65.69383	2741.7
18.27722	-65.78583	2995.8
18.1265	-66.45778	1681.4
18.09988	-66.64287	1944.0
18.07917	-66.63361	1683.8
18.16009	-67.08576	1834.5
42.65085	-88.55093	938.4
-2.95051	-78.89228	1067.1
-3.04036	-78.94828	1053.2
-2.94839	-78.92911	946.2
-3.02078	-78.91458	1093.3
-3.00719	-78.92872	1036.7
-3.02953	-78.91519	1085.6
-3.02964	-78.91431	1085.6
-3.02275	-78.90892	1093.3
-2.95581	-78.92775	971.8
-2.94144	-78.92731	920.5
-2.95058	-78.92969	971.8
-2.87036	-78.87956	914.0
-2.86989	-78.87897	914.0
-2.86872	-78.87539	914.0
-2.87031	-78.87586	914.0
-2.91675	-78.86967	1098.9
-2.86992	-78.83875	1025.3
-2.79492	-78.93075	977.8
-2.79756	-78.92944	977.8
-2.80614	-78.91961	944.9
-2.80514	-78.90917	962.9
-2.79964	-78.89786	984.0
-2.79972	-78.89786	984.0
-2.81639	-78.87883	891.4
-2.71625	-78.89306	1025.3
-2.71361	-78.89211	1025.3
-2.71486	-78.89314	1025.3
-2.71456	-78.891	1017.6
-2.71453	-78.89025	1017.6
-2.98833	-78.80919	1127.1
-2.93636	-78.79547	1076.6
-3.00297	-78.81175	1103.9
-2.92547	-78.79442	1086.7
-2.93325	-78.79581	1086.7
-2.94397	-78.79361	1073.3
-3.00336	-78.85292	1285.5
-2.94589	-78.81528	1216.2
-14.527	-67.497	2098.6
-11.212	-66.249	1795.2
-11.112	-66.416	1794.6
-10.82	-66.11	1871.7
-10.55	-65.6	1780.4
-18.609	-65.162	407.4
-18.082	-63.457	1212.2
-17.21701	-65.81849	2957.8
-18.909	-63.41	1131.7
-16.841	-64.787	2336.0
-14.864	-64.99	1981.9
-12.80401	-65.00486	1694.9
-10.808	-65.346	1641.5
-8.77	-63.909	2315.2
-5.05519	-73.86161	2886.7
-4.00552	-73.16584	3216.4
-3.70179	-73.22513	3268.3
-3.34256	-60.67891	2386.3
-3.01888	-60.4828	2595.7
-1.35835	-61.86859	2131.5
-3.28952	-58.88314	2122.5
-3.90954	-59.16182	2275.4
-12.4561	-64.33279	1580.6
-1.92036	-55.52555	2037.7
-4.28277	-55.97399	1970.6
66.00384	22.848	763.6
43.3032	7.8584	634.2
46.3127	6.9332	1200.1
46.3127	6.9332	1200.1
46.2045	6.1351	1079.9
46.2045	6.1351	1079.9
46.2045	6.1351	1079.9
46.1443	5.9644	1093.2
46.1443	5.9644	1093.2
46.1443	5.9644	1093.2
45.6396	5.6429	1085.0
45.6396	5.6429	1085.0
45.6396	5.6429	1085.0
45.7869	4.8604	833.0
45.7869	4.8604	833.0
45.7869	4.8604	833.0
45.1841	4.8121	898.3
45.1841	4.8121	898.3
45.1841	4.8121	898.3
44.854	4.8397	1020.4
44.854	4.8397	1020.4
44.854	4.8397	1020.4
43.676	4.6175	674.8
43.676	4.6175	674.8
43.676	4.6175	674.8
46.9035	5.085	875.5
46.9035	5.085	875.5
46.9035	5.085	875.5
47.0738	5.1657	857.7
47.0738	5.1657	857.7
47.0738	5.1657	857.7
46.7111	4.9318	903.4
46.7111	4.9318	903.4
46.7111	4.9318	903.4
45.7482	4.8324	831.0
45.7482	4.8324	831.0
45.7482	4.8324	831.0
46.2037	7.0163	1025.3
46.2037	7.0163	1025.3
46.2037	7.0163	1025.3
46.1505	6.2707	1232.7
46.1505	6.2707	1232.7
46.1505	6.2707	1232.7
44.9981	4.8746	951.4
44.9981	4.8746	951.4
44.9981	4.8746	951.4
43.8884	4.9221	649.1
43.8884	4.9221	649.1
46.3093	7.9533	889.2
46.1621	7.795	955.1
46.2095	7.2702	876.3
28.96626	-95.37487	1310.0
28.77606	-95.99586	1236.5
41.38377	-72.38596	1192.9
28.77606	-95.99586	1236.5
37.64751	78.0584	73.8
31.20384	-87.95104	1616.7
41.49096	-79.46008	1247.7
36.6997	-85.57283	1269.0
38.0076	-80.30904	1033.6
38.47592	-85.4838	1247.7
39.15871	-82.85571	1002.5
38.04851	-88.03991	1168.2
39.11066	-90.60184	1117.4
38.99069	-90.67903	1050.2
29.28453	-89.35196	1503.1
31.13558	0.0	60.9
40.20444	-95.48179	916.8
40.92325	-98.22354	736.6
35.2811	-77.26548	1318.8
35.93031	-106.11171	301.6
32.94141	-104.35309	338.1
28.94042	-100.64631	558.8
30.13447	-93.70172	1735.1
30.21334	78.74796	1487.1
30.21334	78.74796	1487.1
30.21334	78.74796	1487.1
30.21334	78.74796	1487.1
30.21334	78.74796	1487.1
30.21528	78.56176	1873.6
30.21528	78.56176	1873.6
30.21528	78.56176	1873.6
30.21528	78.56176	1873.6
30.21528	78.56176	1873.6
30.06395	78.28301	1960.5
30.06395	78.28301	1960.5
30.06395	78.28301	1960.5
30.06395	78.28301	1960.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
18.32697	-65.75026	2847.5
-30.48192	27.32822	651.1
-30.68062	26.71186	535.1
-30.26322	26.67698	540.9
44.82847	7.36452	877.8
44.88621	7.68969	711.8
44.88621	7.68969	711.8
45.18117	7.89057	772.3
45.18117	7.89057	772.3
45.1811	8.27953	877.1
45.1811	8.27953	877.1
45.06485	8.19161	848.8
45.06485	8.19161	848.8
45.13104	9.62803	748.4
45.13104	9.62803	748.4
44.90987	10.5504	705.4
44.90987	10.5504	705.4
45.0455	10.75539	735.9
45.0455	10.75539	735.9
45.05807	11.2026	744.5
45.05807	11.2026	744.5
66.5926	-143.0816	302.6
66.5926	-143.0816	302.6
66.5926	-143.0816	302.6
66.5926	-143.0816	302.6
64.3355	-149.053	510.8
64.3355	-149.053	510.8
64.3355	-149.053	510.8
64.3355	-149.053	510.8
64.4722	-141.4722	447.6
64.4722	-141.4722	447.6
64.4722	-141.4722	447.6
64.4722	-141.4722	447.6
65.5232	-149.4304	471.9
65.5232	-149.4304	471.9
65.5232	-149.4304	471.9
65.5232	-149.4304	471.9
61.5604	-162.525	758.2
61.5604	-162.525	758.2
61.5604	-162.525	758.2
61.5604	-162.525	758.2
67.4301	-133.77431	389.0
45.88365	-73.24532	1034.0
32.15558	118.83009	1164.1
36.72925	117.02526	638.3
23.03837	112.47595	1725.7
48.85817	2.33874	655.6
7.09493	6.70525	1436.1
21.03155	105.86465	1889.5
17.95884	102.59889	1810.2
55.57352	-128.39397	1050.4
55.75315	-128.84628	1099.0
56.57147	-129.33607	1612.7
56.64705	-129.6382	1538.7
56.64705	-129.6382	1538.7
54.33594	-126.60777	621.1
55.08781	-128.16781	997.2
57.59682	-129.98578	702.7
57.92488	-129.48093	667.2
57.93665	-128.99833	610.8
24.46817	89.725	1929.7
24.46817	89.725	1929.7
24.46817	89.725	1929.7
24.46817	89.725	1929.7
24.46817	89.725	1929.7
24.46817	89.725	1929.7
24.46817	89.725	1929.7
24.46817	89.725	1929.7
24.46817	89.725	1929.7
24.46817	89.725	1929.7
24.46817	89.725	1929.7
24.05497	89.03127	1570.3
24.05497	89.03127	1570.3
24.05497	89.03127	1570.3
24.05497	89.03127	1570.3
24.05497	89.03127	1570.3
24.05497	89.03127	1570.3
24.05497	89.03127	1570.3
24.05497	89.03127	1570.3
24.05497	89.03127	1570.3
24.05497	89.03127	1570.3
24.05497	89.03127	1570.3
24.05497	89.03127	1570.3
24.05497	89.03127	1570.3
24.05497	89.03127	1570.3
23.46032	90.2757	2075.0
23.46032	90.2757	2075.0
23.46032	90.2757	2075.0
23.46032	90.2757	2075.0
23.46032	90.2757	2075.0
22.81243	90.66323	2447.3
54.5	74.0	375.0
54.5	74.0	375.0
55.3	73.5	406.8
56.0	73.2	397.9
56.1	74.5	403.9
56.6	75.0	461.4
56.7	74.5	445.1
57.0	74.2	452.5
57.5	74.0	533.8
57.6	73.0	492.4
57.6	72.0	477.4
57.8	70.0	500.3
57.8	68.0	486.3
57.8	66.5	504.1
58.2	67.7	500.2
59.0	69.0	532.7
60.1	69.1	564.4
61.0	68.1	557.0
61.5	68.0	619.9
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
47.31956	0.4043	684.7
-3.21	-59.94	2324.0
-3.21484	-59.94098	2324.0
-3.21493	-59.941	2324.0
-3.21477	-59.94104	2324.0
-3.21477	-59.94103	2324.0
-3.21732	-59.94028	2322.0
-3.21793	-59.94019	2322.0
-3.21772	-59.94016	2322.0
-3.21793	-59.94022	2322.0
-3.22027	-59.94049	2322.0
-3.21993	-59.94054	2322.0
-3.22993	-59.94075	2337.9
-3.22041	-59.94051	2322.0
-3.22016	-59.94066	2322.0
-3.2224	-59.94033	2322.0
-3.22256	-59.94019	2322.0
-3.22281	-59.94009	2322.0
-3.22265	-59.94021	2322.0
-3.22244	-59.94037	2322.0
-3.22245	-59.94182	2328.8
-3.22252	-59.9418	2328.8
-3.06175	-60.16748	2405.1
-3.06602	-60.26579	2504.6
-3.06616	-60.26566	2504.6
-3.06634	-60.26589	2504.6
-3.06926	-60.26609	2507.4
